referencia_codigo;gestor_codigo;gestor_descripcion;municipio_codigo;municipio_descripcion;localizacion_descripcion;parcela_descripcion;regimen_codigo;clase_codigo;uso_principal_codigo;urbanizacion_codigo;superficie_registrada;superficie_edificable;descripcion_español;descripcion_ingles;observaciones_español;observaciones_ingles;contacto_direccion;referencia_catastral_20;referencia_catastral_14;coordenada_x;coordenada_y;url_visor
115073Y;Y;Ayuntamiento de Pozuelo de Alarcón;115;Pozuelo de Alarcón;CALLE Trujillo, 14;"PARCELA RU.13-8. API 4.6-03 ""Parque Arroyo Meaques""";V;URB;R;U;500;285;Suelo urbano. Residencial Unifamiliar Aislada o pareada. Parcela mínima 500 m2;;Parcela pendiente de depuración por defecto de cabida;Property pending  regularization.;Ayuntamiento de Pozuelo de Alarcón Tf.-914522700 Ext. 2540 pchavarri@pozuelo.madrid;3936602VK3733N0001US;3936602VK3733N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27115073Y%27&&share&&ZONE=430000,4485000,8
115074Y;Y;Ayuntamiento de Pozuelo de Alarcón;115;Pozuelo de Alarcón;CALLE Trujillo, 16;"PARCELA RU.13-9. API 4.6-03 ""Parque Arroyo Meaques""";V;URB;R;U;500;285;Suelo urbano. Residencial Unifamiliar Aislada o pareada. Parcela mínima 500 m2;;Parcela pendiente de depuración por defecto de cabida;Property pending  regularization.;Ayuntamiento de Pozuelo de Alarcón Tf.-914522700 Ext. 2540 pchavarri@pozuelo.madrid;3936603VK3733N0001HS;3936603VK3733N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27115074Y%27&&share&&ZONE=430000,4485000,8
115075Y;Y;Ayuntamiento de Pozuelo de Alarcón;115;Pozuelo de Alarcón;CALLE Trujillo, 18;"PARCELA RU.13-10. API 4.6-03 ""Parque Arroyo Meaques""";V;URB;R;U;500;285;Suelo urbano. Residencial Unifamiliar Aislada o pareada. Parcela mínima 500 m2;;Parcela pendiente de depuración por defecto de cabida;Property pending  regularization.;Ayuntamiento de Pozuelo de Alarcón Tf.-914522700 Ext. 2540 pchavarri@pozuelo.madrid;3936604VK3733N0001WS;3936604VK3733N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27115075Y%27&&share&&ZONE=430000,4485000,8
000142A;A;Consorcio UrbanísticoÁrea Tecnológica del Sur de Getafe;065;Getafe;TECNOGETAFE;1.30;V;URB;I;U;2642;1735;Parcela de uso industrial tecnologico con una superficie de 2.642 m2 y una edificabilidad de 1.732 m2 . Pertenece a la actuación urbanistica Tecnogetafe  localizado al borde  de la M-50, colindando conterrenos del PAU Arroyo Culebro y  al norte con terrenos de la Carpetania.;;Consorcios;;Alcalá, 21,  12ª planta 28014 Madrid Tel. 911 713 865 gerente@tecnogetafe.es división.consorcios@madrid.org;7987504VK3588N0001MG;7987504VK3588N;437920;4458568;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000142A%27&&share&&ZONE=430000,4485000,8
000143A;A;Consorcio UrbanísticoÁrea Tecnológica del Sur de Getafe;065;Getafe;TECNOGETAFE;1.31;V;URB;I;U;2744;1800;Parcela de uso industrial  tecnologico con una superficie de 2.744 m2 y una edificabilidad de 1.800.  Pertenece a la actuación urbanistica Tecnogetafe  localizado al borde  de la M-50, colindando conterrenos del PAU Arroyo Culebro y  al norte con terrenos de la Carpetania.;;Consorcios;;Alcalá, 21,  12ª planta 28014 Madrid Tel. 911 713 865 gerente@tecnogetafe.es división.consorcios@madrid.org;7987505VK3588N0001OG;7987505VK3588N;437902;4458511;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000143A%27&&share&&ZONE=430000,4485000,8
000144A;A;Consorcio UrbanísticoÁrea Tecnológica del Sur de Getafe;065;Getafe;TECNOGETAFE;2;V;URB;I;U;24037;12000;Parcela de uso industrial tecnologico con una superficie de 24.037 m2 y una edificabilidad de 12.000  m2 . Pertenece a la actuación urbanistica Tecnogetafe  localizado al borde  de la M-50, colindando conterrenos del PAU Arroyo Culebro y  al norte con terrenos de la Carpetania.;;Consorcios;;Alcalá, 21,  12ª planta 28014 Madrid Tel. 911 713 865 gerente@tecnogetafe.es división.consorcios@madrid.org;7789114VK3588N0001RG;7789114VK3588N;438056;4458640;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000144A%27&&share&&ZONE=430000,4485000,8
000145A;A;Consorcio UrbanísticoÁrea Tecnológica del Sur de Getafe;065;Getafe;TECNOGETAFE;6.1;V;URB;I;U;2553;1660;Parcela de uso industrial tecnologico con un superficie de 2.553 m2 y una edificabilidad de 1.660 m2 .Pertenece a la actuación urbanistica Tecnogetafe  localizado al borde  de la M-50, colindando conterrenos del PAU Arroyo Culebro y  al norte con terrenos de la Carpetania.;;Consorcios;;Alcalá, 21,  12ª planta 28014 Madrid Tel. 911 713 865 gerente@tecnogetafe.es división.consorcios@madrid.org;7686102VK3578N0001IA;7686102VK3578N;437453;4458408;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000145A%27&&share&&ZONE=430000,4485000,8
000146A;A;Consorcio UrbanísticoÁrea Tecnológica del Sur de Getafe;065;Getafe;TECNOGETAFE;6.2;V;URB;I;U;2442;1590;Parcela de uso industrial tecnologico con una superficie de 2.442 m2 y una edificabilidad de 1.590  m2 .Pertenece a la actuación urbanistica Tecnogetafe  localizado al borde  de la M-50, colindando conterrenos del PAU Arroyo Culebro y  al norte con terrenos de la Carpetania.;;Consorcios;;Alcalá, 21,  12ª planta 28014 Madrid Tel. 911 713 865 gerente@tecnogetafe.es división.consorcios@madrid.org;7686103VK3578N0001JA;7686103VK3578N;437487;4458407;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000146A%27&&share&&ZONE=430000,4485000,8
000147A;A;Consorcio UrbanísticoÁrea Tecnológica del Sur de Getafe;065;Getafe;TECNOGETAFE;6.3;V;URB;I;U;2442;1590;Parcela de uso industrial tecnologico con una superficie de 2.442 m2 y una edificabilidad de 1.590  m2 .Pertenece a la actuación urbanistica Tecnogetafe  localizadoal borde  de la M-50, colindando conterrenos del PAU Arroyo Culebro y  al norte con terrenos de la Carpetania.;;Consorcios;;Alcalá, 21,  12ª planta 28014 Madrid Tel. 911 713 865 gerente@tecnogetafe.es división.consorcios@madrid.org;7686104VK3578N0001EA;7686104VK3578N;437520;4458406;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000147A%27&&share&&ZONE=430000,4485000,8
000148A;A;Consorcio UrbanísticoÁrea Tecnológica del Sur de Getafe;065;Getafe;TECNOGETAFE;7.1;V;URB;I;U;2553;1660;Parcela de uso industrial tecnologico con una superficie de 2.553 m2 y una edificabilidad de 1.660 m2 . Pertenece a la actuación urbanistica Tecnogetafe  localizado al borde  de la M-50, colindando conterrenos del PAU Arroyo Culebro y  al norte con terrenos de la Carpetania.;;Consorcios;;Alcalá, 21,  12ª planta 28014 Madrid Tel. 911 713 865 gerente@tecnogetafe.es división.consorcios@madrid.org;7986802VK3578N0001SA;7986802VK3578N;437813;4458396;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000148A%27&&share&&ZONE=430000,4485000,8
000149A;A;Consorcio UrbanísticoÁrea Tecnológica del Sur de Getafe;065;Getafe;TECNOGETAFE;7.2;V;URB;I;U;2442;1590;Parcela de uso industrial tecnológico tiene una superficie de 2.442 m2 y una superficie edificable de 1.590. Pertenece a la actuación urbanística Tecnogetafe localizado al borde de la M-50, colindando con terrenos del PAU Arroyo Culebro y al norte con terrenos de la Carpetania.;;Consorcios;;Alcalá, 21,  12ª planta 28014 Madrid Tel. 911 713 865 gerente@tecnogetafe.es división.consorcios@madrid.org;7986803VK3578N0001ZA;7986803VK3578N;437847;4458395;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000149A%27&&share&&ZONE=430000,4485000,8
000150A;A;Consorcio UrbanísticoÁrea Tecnológica del Sur de Getafe;065;Getafe;TECNOGETAFE;7.3;V;URB;I;U;2442;1590;Parcela de uso industrial tecnologico con una superficie de 2.442 m2 y una edificabilidad de 1.590  m2 .Pertenece a la actuación urbanistica Tecnogetafe  localizado al borde  de la M-50, colindando conterrenos del PAU Arroyo Culebro y  al norte con terrenos de la Carpetania.;;Consorcios;;Alcalá, 21,  12ª planta 28014 Madrid Tel. 911 713 865 gerente@tecnogetafe.es división.consorcios@madrid.org;7986804VK3578N0001UA;7986804VK3578N;437880;4458394;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000150A%27&&share&&ZONE=430000,4485000,8
000010C;C;Dirección General de Suelo;054;Escorial, El;"SECTOR 1 ""Ensanche""";TC3.2;V;URB;T;P;1503,03;1720;Comercial;;;;División de Consorcios Urbanísticos C/ de Alcalá, nº 16, 28014 Madrid Tel.: 914382729 e-mail: división.consorcios@madrid.org;4937514VK0953N0001PJ;4937514VK0953N;404562;4493570;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000010C%27&&share&&ZONE=430000,4485000,8
000011C;C;Dirección General de Suelo;054;Escorial, El;"SECTOR 1 ""Ensanche""";TC4;V;URB;T;P;2802,71;3250;Comercial;;;;División de Consorcios Urbanísticos C/ de Alcalá, nº 16, 28014 Madrid Tel.: 914382729 e-mail: división.consorcios@madrid.org;4836201VK0943N0001ED;4836201VK0943N;404719;4493443;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000011C%27&&share&&ZONE=430000,4485000,8
000003C;C;Dirección General de Suelo;054;Escorial, El;"SECTOR 1 ""Ensanche""";R6b;V;URB;R;P;5039,2;3990;VPPA;;57 Viviendas;;División de Consorcios Urbanísticos C/ de Alcalá, nº 16, 28014 Madrid Tel.: 914382729 e-mail: división.consorcios@madrid.org;4739903VK0943N0001ED;4739903VK0943N;404658;4493707;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000003C%27&&share&&ZONE=430000,4485000,8
100013S;S;Dirección General de Suelo;007;Alcorcón;PP 1 LA PRINCESA;PARCELA 8.1;C;URB;O;U;37036;37036;Uso Sector: Residencial. Uso parcela: Dotacional Público: Educativo, cultural, sanitario, asistencial, recreativo y administrativo.;;Red supramunicipal de equipamientos. Para concesión administrativa.;;Tf.-91 438 21 61 / 59, c/Alcalá, 16, Madrid 28014;8747201VK2684N0001AO;8747201VK2684N;428625;4464528;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27100013S%27&&share&&ZONE=430000,4485000,8
100015S;S;Dirección General de Suelo;007;Alcorcón;PP 1 LA PRINCESA;PARCELA 9;C;URB;O;U;25799;25799;Uso Sector: Residencial. Uso parcela: Dotacional Público: Educativo, cultural, sanitario, asistencial, recreativo y administrativo.;;Red supramunicipal de equipamientos. Para concesión administrativa.;;Tf.-91 438 21 61 / 59, c/Alcalá, 16, Madrid 28014;8846701VK2684N0001KO;8846701VK2684N;428788;4464388;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27100015S%27&&share&&ZONE=430000,4485000,8
100294S;S;Dirección General de Suelo;045;Colmenar Viejo;SUP 3 ARROYO ESPINO;PARCELA DCS-1;C;URB;O;U;7532;5649;Uso Sector: Residencial. Uso parcela: Escolar o educativo,deportivo,sanitario-asistencial,socio-cultural y recreativo, religioso y administrativo;;Red supramunicipal de equipamientos. Para concesión administrativa.;;Tf.-91 438 21 61 / 59, c/Alcalá, 16, Madrid 28014;5926919VL3052N0001ZY;5926919VL3052N;435699;4502715;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27100294S%27&&share&&ZONE=430000,4485000,8
115015Y;Y;Ayuntamiento de Pozuelo de Alarcón;115;Pozuelo de Alarcón;CALLE Isla de Toja, 10;"PARCELA 5 de la Manzana 2. APR 3.3-02 ""Remate Urb. Fuente de la Salud""";V;URB;R;U;505,75;292;Suelo urbano. Residencial Unifamiliar de ZONA 1, grado 4. Cat. III. Parcela mínima 500 m2;;;;Ayuntamiento de Pozuelo de Alarcón Tf.-914522700 Ext. 2540 pchavarri@pozuelo.madrid;0976093VK3707N0001HX;0976093VK3707N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27115015Y%27&&share&&ZONE=430000,4485000,8
100850S;S;Dirección General de Suelo;058;Fuenlabrada;S PP I 3 EL BAÑUELO;EQUIP(PARCELA 1.1);C;URB;O;U;44200,21;44200,21;Uso Sector: Industrial. Uso parcela: Dotaciones y Servicios;;Red supramunicipal de equipamientos. Para concesión administrativa.;;Tf.-91 438 21 61 / 59, c/Alcalá, 16, Madrid 28014;4083801VK3548S0001ZU;4083801VK3548S;433892;4458194;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27100850S%27&&share&&ZONE=430000,4485000,8
100418S;S;Dirección General de Suelo;090;Moralzarzal;S 1 AR 3 LOS LINAREJOS NORTE;PARCELA RS.EQ;C;URB;O;U;2310;1617;Uso Sector: Residencial. Uso parcela: Dotacional;;Red supramunicipal de equipamientos. Existe una línea límite de la edificación. Para concesión administrativa.;;Tf.-91 438 21 61 / 59, c/Alcalá, 16, Madrid 28014;7427509VL1072N0001DD;7427509VL1072N;417470;4502468;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27100418S%27&&share&&ZONE=430000,4485000,8
100441S;S;Dirección General de Suelo;119;Quijorna;S 05 R CNO DE BRUNETE;EQ-01 (RS-EQ-01);C;URB;O;P;3671,69;3671,69;Uso Sector: Residencial. Uso parcela: Dotacional en todas sus clases y categorías;;Red supramunicipal de equipamientos. Para concesión administrativa.;;Tf.-91 438 21 61 / 59, c/Alcalá, 16, Madrid 28014;0955801VK1705N0000IO;0955801VK1705N;410833;4475300;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27100441S%27&&share&&ZONE=430000,4485000,8
100442S;S;Dirección General de Suelo;119;Quijorna;S 05 R CNO DE BRUNETE;EQ-02 (RS-EQ-02);C;URB;O;P;4690,41;4690,41;Uso Sector: Residencial. Uso parcela: Dotacional en todas sus clases y categorías;;Red supramunicipal de equipamientos. Para concesión administrativa.;;Tf.-91 438 21 61 / 59, c/Alcalá, 16, Madrid 28014;0952202VK1705S0000QJ;0952202VK1705S;410821;4474990;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27100442S%27&&share&&ZONE=430000,4485000,8
000967S;S;Dirección General de Suelo;045;Colmenar Viejo;S-6 ALTO EUGENIO;Parcela 15.4;V;URB;C;U;578,34;652,26;PROINDIVISO 17,34% Parcela de Uso Comercial;PROINDIVISO 17.34% Commercial Use Plot;;;Tf.-91 438 21 61 / 59, c/ Alcalá, 16, Madrid 28014.;4837803VL3043N0001RL;4837803VL3043N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000967S%27&&share&&ZONE=430000,4485000,8
115016Y;Y;Ayuntamiento de Pozuelo de Alarcón;115;Pozuelo de Alarcón;CALLE Isla de Toja, 12;"PARCELA 6 de la Manzana 2. APR 3.3-02 ""Remate Urb. Fuente de la Salud""";V;URB;R;U;505,94;292;Suelo urbano. Residencial Unifamiliar de ZONA 1, grado 4. Cat. III. Parcela mínima 500 m2;;;;Ayuntamiento de Pozuelo de Alarcón Tf.-914522700 Ext. 2540 pchavarri@pozuelo.madrid;0976094VK3707N0001WX;0976094VK3707N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27115016Y%27&&share&&ZONE=430000,4485000,8
115017Y;Y;Ayuntamiento de Pozuelo de Alarcón;115;Pozuelo de Alarcón;CALLE Isla de Toja, 14;"PARCELA 7 de la Manzana 2 del APR 3.3-02 ""Remate Urb. Fuente de la Salud""";V;URB;R;U;506,47;292;Suelo urbano. Residencial Unifamiliar de ZONA 1, grado 4. Cat. III. Parcela mínima 500 m2;;;;Ayuntamiento de Pozuelo de Alarcón Tf.-914522700 Ext. 2540 pchavarri@pozuelo.madrid;0976095VK3707N0001AX;0976095VK3707N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27115017Y%27&&share&&ZONE=430000,4485000,8
000890S;S;Dirección General de Suelo;045;Colmenar Viejo;S-6 ALTO EUGENIO;Parcela 12, 13-5;V;URB;R;U;1206,68;1221,91;Parcela de suelo urbano, apta para edificar 7 viviendas de protección pública < 110 m2c y 3 viviendas de  de portección pública  > 110 m2c;Urban land plot, suitable for building 7 public protection homes <110 m2c and 3 public housing> 110 m2c;;;Tf.-91 438 21 61 / 59, c/ Alcalá, 16, Madrid 28014.;4935602VL3043N0001GL;4935602VL3043N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000890S%27&&share&&ZONE=430000,4485000,8
100293S;S;Dirección General de Suelo;045;Colmenar Viejo;SUP 3 ARROYO ESPINO;PARCELA DCS-2;C;URB;O;U;9239;6929,25;Uso Sector: Residencial. Uso parcela: Escolar, educativo,deportivo,sanitario-asistencial,socio-cultural y recreativo, religioso y administrativo;;Red supramunicipal de equipamientos. Para concesión administrativa.;;Tf.-91 438 21 61 / 59, c/Alcalá, 16, Madrid 28014;5926918VL3052N0001SY;5926918VL3052N;435724;4502615;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27100293S%27&&share&&ZONE=430000,4485000,8
100184S;S;Dirección General de Suelo;053;Daganzo de Arriba;S 1 RESIDENCIAL DEL SAU;PARCELA 2 (RPS E.S.);C;URB;O;U;1280,3;1536,36;Uso Sector: Residencial. Uso parcela: Equipamientos: Cultural-social,deportivo,espacios libres, deportivo público y al aire libre;;Red supramunicipal de equipamientos. Para concesión administrativa.;;Tf.-91 438 21 61 / 59, c/Alcalá, 16, Madrid 28014;1690702VK6818S0001TM;1690702VK6818S;461561;4488807;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27100184S%27&&share&&ZONE=430000,4485000,8
000972S;S;Dirección General de Suelo;079;Madrid;APE 18.01 POZA DE LA SAL;3CM C/Cirilo Martínez Novillo, 21;V;URB;R;U;776,21;875,39;Parcela de uso Residencial. Altura VI+ATICO.;Parcela de uso Residencial. Altura VI+ATICO.;;;Tf.-91 438 21 61 / 59, c/Alcalá, 16, Madrid 28014;8900110VK4780B0000UX;8900110VK4780B;448835;4469746;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000972S%27&&share&&ZONE=430000,4485000,8
153001Y;Y;Ayuntamiento de Torremocha de Jarama;153;Torremocha de Jarama;Calle Canal de Isabel II, 17;;V;URB;T;U;3305;1652,5;Suelo Urbano. Parcela urbanizada totalmente. Terciario.;Urban ground. Fully urbanized plot. Tertiary.;;;Tlf. 918430019    Plaza Mayor, 4      Álvaro Sopeña;7808703VL5270N0001IF;7808703VL5270N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27153001Y%27&&share&&ZONE=430000,4485000,8
115018Y;Y;Ayuntamiento de Pozuelo de Alarcón;115;Pozuelo de Alarcón;CALLE Isla de Toja, 16;"PARCELA 8 de la Manzana 2. APR 3.3-02 ""Remate Urb. Fuente de la Salud""";V;URB;R;U;508,5;292;Suelo urbano. Residencial Unifamiliar de ZONA 1, grado 4. Cat. III. Parcela mínima 500 m2;;;;Ayuntamiento de Pozuelo de Alarcón Tf.-914522700 Ext. 2540 pchavarri@pozuelo.madrid;0976096VK3707N0001BX;0976096VK3707N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27115018Y%27&&share&&ZONE=430000,4485000,8
115019Y;Y;Ayuntamiento de Pozuelo de Alarcón;115;Pozuelo de Alarcón;CALLE Isla de Toja, 18;"PARCELA 9 Manzana 2. APR 3.3-02 ""Remate Urb. Fuente de la Salud""";V;URB;R;U;503,71;292;Suelo urbano. Residencial Unifamiliar de ZONA 1, grado 4. Cat. III. Parcela mínima 500 m2;;;;Ayuntamiento de Pozuelo de Alarcón Tf.-914522700 Ext. 2540 pchavarri@pozuelo.madrid;0976097VK3707N0001YX;0976097VK3707N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27115019Y%27&&share&&ZONE=430000,4485000,8
000045S;S;Dirección General de Suelo;079;Madrid;CALLE GALLEGOS, 71;PARCELA 32 (APE 19.08);V;URB;R;U;250,02;244,57;"Suelo Urbano. Residencial Unifamiliar. Ordenanza: Norma Zonal 8 Grado 4º ""Edificación en Vivienda Unifamiliar"". Urbanización terminada pendiente de recepción por el Ayuntamiento. Parcela situada junto al casco histórico de Vicálvaro. Muy bien comunicada, salida 14 de la M-40, y junto a la estación de metro de Vicálvaro, Línea-9.";;Pendiente de concurso. Antigua calle Castellana 24. Servidumbre aeroportuaria,  establecida en el plano de protecciones y servidumbres del Plan General vigente.;;Tf.-91 438 21 61 / 59, c/Alcalá, 16, Madrid 28014;8129237VK4782G0001SP;8129237VK4782G;447977;4472726;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000045S%27&&share&&ZONE=430000,4485000,8
